,,Rolando Pablos,,,,Sonia Traut,,,,Robert T. Melvin,,,,Christopher Reyes,,,,Jade McCullough,,,,Brandon Gonzales,,,,Tim Westley,,,,Manny Pelaez,,,,Bill Ruppel,,,,Armando Dominguez,,,,Adriana Rocha Garcia,,,,Gina Ortiz Jones,,,,Diana Flores Uriegas,,,,Clayton Perry,,,,John Courage,,,,Chris Herring,,,,James 'Jae' Melvin,,,,Andrew Fernandez Vicencio,,,,G. Zambrano,,,,Arturo Espinosa,,,,April Guadarrama,,,,Michael 'Sam' Samaniego,,,,Beto Altamirano,,,,Robert Salinas,,,,Melissa Cabello Havrda,,,,Mauricio 'Mau' Sanchez,,,,Santos Alvarado,,,,
Precinct,Registered Voters,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Election Day,Absentee,Early Voting,Total Votes,Total
2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,661,1,1,2,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,7,0,0,0,0,0,0,0,0,2,0,5,7,10,1,11,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,11,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,56
2118,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2119,313,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,3,1,3,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,18
2121,496,6,0,6,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,6,0,7,13,1,1,0,2,0,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,48
2122,1659,6,0,0,6,0,0,2,2,1,0,0,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,1,5,1,4,10,0,0,0,0,0,0,0,0,4,1,6,11,12,0,24,36,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,13,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,89
2123,2215,12,0,18,30,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,1,3,0,3,6,1,2,8,11,0,0,0,0,0,0,0,0,4,0,17,21,18,0,46,64,0,0,0,0,3,0,7,10,0,0,3,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,6,9,0,0,0,0,1,0,4,5,0,0,0,0,0,0,0,0,167
2124,612,8,0,10,18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,5,5,0,0,0,0,0,0,0,0,6,1,7,14,14,4,20,38,0,0,0,0,2,0,1,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,10,0,12,22,0,0,0,0,3,0,4,7,0,0,0,0,0,0,0,0,126
2125,4940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4
2126,1736,14,0,15,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,7,8,0,0,7,7,0,0,0,0,0,0,0,0,2,1,9,12,14,0,19,33,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,19,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,118
2127,2648,14,0,36,50,1,0,1,2,1,0,3,4,0,0,0,0,0,0,3,3,1,0,1,2,13,0,20,33,8,0,9,17,0,0,0,0,0,0,0,0,9,0,11,20,44,2,76,122,0,0,1,1,4,1,14,19,6,0,8,14,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,9,0,15,24,0,0,0,0,24,0,33,57,0,0,1,1,0,0,2,2,375
2128,1862,4,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,4,0,7,11,13,0,15,28,2,0,0,2,0,2,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,5,0,4,9,0,0,0,0,5,0,7,12,0,0,0,0,0,0,0,0,82
2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,2121,16,2,14,32,0,0,1,1,0,0,1,1,1,0,1,2,1,0,2,3,0,0,0,0,6,0,12,18,5,0,9,14,0,0,1,1,1,0,1,2,4,2,13,19,29,0,67,96,0,0,0,0,5,0,6,11,2,0,5,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,16,27,0,0,1,1,5,0,9,14,0,0,0,0,0,0,0,0,253
2131,522,0,0,2,2,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,5,5,1,0,1,2,1,0,0,1,0,0,0,0,3,1,1,5,5,1,13,19,0,0,0,0,0,0,1,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,50
2132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,357,5,0,3,8,0,0,1,1,2,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,3,0,4,7,2,0,0,2,0,0,1,1,0,0,0,0,4,0,3,7,3,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,6,7,0,0,0,0,0,0,0,0,51
2134,1180,5,0,3,8,0,0,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,4,3,7,0,0,0,0,0,0,0,0,3,1,2,6,6,3,19,28,0,0,0,0,2,0,6,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,4,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
2135,719,2,1,3,6,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4,0,0,1,1,0,0,0,0,1,0,2,3,13,2,10,25,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2137,1158,7,1,18,26,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,12,14,0,0,0,0,0,0,0,0,8,2,9,19,12,2,44,58,0,0,1,1,3,0,7,10,3,1,8,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,9,2,29,40,0,0,0,0,2,1,5,8,1,0,0,1,0,0,0,0,199
2138,979,5,0,14,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,3,2,0,5,7,2,2,4,8,0,0,0,0,0,0,0,0,3,2,16,21,13,1,32,46,1,0,1,2,4,0,2,6,4,0,6,10,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,1,9,23,0,0,0,0,5,0,8,13,0,0,0,0,0,0,0,0,163
2139,1871,10,1,24,35,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,9,11,11,0,8,19,0,0,0,0,0,0,0,0,4,0,12,16,24,0,62,86,1,0,1,2,6,0,6,12,1,0,4,5,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,1,6,20,0,0,1,1,6,0,10,16,0,0,1,1,0,0,0,0,231
2140,1906,12,0,9,21,1,0,0,1,2,0,3,5,1,0,0,1,1,0,0,1,0,0,1,1,3,0,6,9,1,0,3,4,0,0,0,0,0,0,0,0,3,0,10,13,10,1,26,37,0,0,0,0,3,0,5,8,0,0,2,2,0,0,0,0,0,0,1,1,2,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,12,13,0,0,0,0,7,0,13,20,0,0,0,0,1,0,0,1,142
2141,1340,13,0,10,23,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,0,7,13,1,0,6,7,0,0,0,0,0,0,0,0,5,0,7,12,17,0,44,61,2,0,3,5,2,0,4,6,2,0,4,6,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,13,0,0,0,0,17,0,34,51,0,0,0,0,0,0,0,0,202
2142,583,0,0,5,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,5,5,0,0,0,0,0,0,0,0,2,0,1,3,4,2,3,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,36
2144,1900,14,0,30,44,0,0,1,1,1,0,3,4,0,0,2,2,0,0,0,0,1,0,0,1,0,0,5,5,4,0,10,14,1,0,0,1,0,0,0,0,11,0,15,26,40,2,69,111,0,0,1,1,4,0,7,11,2,1,12,15,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,17,1,33,51,1,0,0,1,4,1,16,21,1,0,1,2,0,0,0,0,317
2145,341,9,0,5,14,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,1,0,3,4,3,0,14,17,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,3,0,6,9,0,0,0,0,0,0,0,0,56
2147,777,1,0,1,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,7,10,0,0,1,1,1,0,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2,0,3,5,0,0,0,0,0,0,0,0,38
2148,3670,22,0,13,35,0,0,1,1,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,20,11,7,52,70,0,0,0,0,0,0,0,0,2,2,16,20,31,7,38,76,0,0,1,1,1,0,10,11,2,2,7,11,1,0,1,2,1,0,0,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,1,0,2,3,11,1,26,38,0,0,0,0,2,0,13,15,0,0,0,0,0,0,1,1,315
2149,2091,7,0,14,21,1,0,0,1,0,1,1,2,0,0,0,0,2,0,0,2,0,0,1,1,2,0,3,5,6,1,20,27,0,0,0,0,0,0,0,0,3,4,8,15,8,4,25,37,0,0,0,0,0,1,2,3,1,0,4,5,0,0,0,0,0,1,1,2,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,22,0,0,0,0,1,2,9,12,1,0,0,1,0,0,0,0,160
2150,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2152,629,0,0,8,8,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,7,7,3,0,6,9,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,17,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0,56
2153,369,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,20
2155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,1302,4,1,4,9,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,0,6,9,0,0,0,0,0,0,1,1,1,3,8,12,2,0,29,31,0,0,1,1,1,0,3,4,2,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,0,0,3,0,4,7,0,1,0,1,0,0,0,0,97
2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,217,0,0,7,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,24
2160,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2161,217,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,4,2,0,5,7,0,0,0,0,0,0,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,34
2162,948,3,0,4,7,0,0,0,0,3,0,0,3,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,3,0,5,8,0,0,0,0,0,0,0,0,2,0,2,4,7,3,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,0,0,0,0,3,0,10,13,0,0,1,1,0,0,0,0,63
2163,2503,29,0,33,62,1,0,2,3,0,0,2,2,1,0,1,2,1,0,0,1,0,0,1,1,16,0,5,21,15,2,24,41,1,0,0,1,0,0,0,0,10,0,25,35,28,15,43,86,0,0,0,0,2,0,5,7,2,1,6,9,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,16,1,37,54,0,0,0,0,7,3,7,17,2,0,0,2,0,0,0,0,350
2164,2216,13,0,14,27,0,0,1,1,0,0,1,1,1,0,1,2,1,0,0,1,0,0,0,0,5,0,5,10,7,0,10,17,0,0,0,0,0,0,0,0,7,0,14,21,25,0,52,77,1,0,0,1,2,1,5,8,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,27,38,0,0,1,1,12,0,13,25,0,0,1,1,0,0,2,2,238
2165,2884,41,0,42,83,1,0,0,1,1,0,2,3,1,0,2,3,0,0,1,1,0,0,2,2,3,0,9,12,22,4,44,70,1,0,0,1,0,0,0,0,9,1,25,35,54,0,81,135,0,0,1,1,6,0,14,20,1,0,7,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,24,38,0,0,4,4,10,2,18,30,0,0,2,2,0,0,0,0,450
2166,1666,20,0,22,42,2,0,0,2,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,7,0,8,15,6,2,12,20,1,0,2,3,0,0,1,1,8,3,30,41,28,8,52,88,1,0,0,1,4,0,6,10,1,0,3,4,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,25,29,0,0,0,0,0,1,15,16,0,0,2,2,0,0,0,0,281
2167,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,1516,11,0,17,28,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,1,10,14,0,0,0,0,0,0,0,0,5,1,19,25,21,0,42,63,0,0,1,1,0,0,7,7,3,0,3,6,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,4,18,32,0,0,0,0,4,0,14,18,2,0,0,2,0,0,0,0,209
2169,1498,15,2,23,40,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,5,7,5,0,4,9,0,0,0,0,0,0,0,0,3,3,17,23,24,1,52,77,1,0,1,2,1,0,3,4,1,0,5,6,2,0,0,2,0,0,0,0,1,0,2,3,1,0,0,1,0,0,0,0,0,0,1,1,3,0,1,4,12,2,40,54,0,0,0,0,6,0,10,16,0,0,0,0,0,0,0,0,253
2170,3859,24,0,55,79,4,0,1,5,2,0,3,5,0,0,0,0,1,0,2,3,2,0,0,2,8,2,17,27,18,0,43,61,0,0,0,0,0,0,0,0,20,1,22,43,55,3,110,168,1,0,2,3,5,0,21,26,1,0,4,5,0,0,0,0,0,0,0,0,1,0,2,3,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,23,3,28,54,0,0,0,0,3,0,11,14,0,0,2,2,0,0,0,0,503
2171,1521,8,0,23,31,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,4,0,2,6,2,0,9,11,0,0,0,0,0,0,1,1,6,0,14,20,16,3,23,42,0,0,0,0,4,0,8,12,0,2,5,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,15,3,24,42,0,0,0,0,2,0,9,11,0,0,0,0,0,0,0,0,190
2172,422,3,0,7,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,4,4,2,0,9,11,0,0,0,0,0,0,2,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,42
2173,1364,13,0,19,32,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,1,0,12,13,0,0,0,0,0,0,0,0,7,3,14,24,24,0,47,71,1,0,0,1,0,0,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,21,0,0,0,0,6,1,7,14,0,0,0,0,0,0,0,0,190
2174,2451,23,1,57,81,1,0,1,2,1,0,2,3,3,0,0,3,1,0,0,1,1,0,1,2,6,1,10,17,7,0,36,43,0,0,0,0,0,0,0,0,17,4,24,45,27,13,72,112,0,0,0,0,5,0,10,15,4,3,8,15,0,0,4,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,32,62,0,0,0,0,10,19,56,85,1,0,0,1,1,0,0,1,494
2175,1954,5,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,2,4,12,18,0,0,0,0,0,0,0,0,1,3,13,17,15,3,19,37,0,0,0,0,1,0,3,4,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,0,19,30,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,135
2176,1338,12,1,13,26,1,0,1,2,1,0,2,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,9,9,4,1,9,14,0,1,4,5,0,0,0,0,4,0,8,12,21,0,36,57,0,0,0,0,6,0,6,12,7,0,5,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,4,10,20,0,0,1,1,2,0,3,5,0,0,0,0,0,0,0,0,182
2177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,1022,22,0,2,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,5,7,0,6,13,0,0,1,1,0,0,0,0,11,0,27,38,52,3,38,93,0,0,1,1,0,0,1,1,6,0,3,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,1,27,44,0,0,0,0,9,0,11,20,1,0,1,2,0,0,1,1,256
2179,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
